source_csv,error_message,calculation_time,homo,lumo,gap,drug_likeness,logP,smiles,type,predicted_value,group_id,improvement,morgan_similarity_to_start,ged_to_start,ged_similarity_to_start
CC#CC(C)(C)C_c980ab81_topK.csv,,5.567383289337158,-6.6407974418709586,2.021494516525029,8.662291958395986,0.4047903298811263,2.0558,CC#CC(C)(C)C,start,1.8585376739501955,CC#CC(C)(C)C_c980ab81_topK.csv,,1.0,0.0,1.0
CC#CC(C)(C)C_c980ab81_topK.csv,,5.554786443710327,-5.606961675590259,1.1752712577816968,6.782232933371956,0.42186616840839014,1.2722,C1C2C3C4CC14C23,optimized_1,3.701594039797783,CC#CC(C)(C)C_c980ab81_topK.csv,0.8462232587433323,0.0,13.0,0.07142857142857142
CC#CC(C)(C)C_c980ab81_topK.csv,,5.232288837432861,-5.049992560350024,0.7472292327598336,5.797221793109857,0.4291407674338159,1.8064,C1CC23CC1C2C3,optimized_2,3.464278817176819,CC#CC(C)(C)C_c980ab81_topK.csv,1.2742652837651955,0.0,13.0,0.07142857142857142
CC#CC(C)(C)C_c980ab81_topK.csv,,5.543024063110352,-6.064048654375763,2.3715054386703645,8.435554093046129,0.4326997332464801,2.0524,CC1CC2(C)CC12,optimized_3,3.337751269340515,CC#CC(C)(C)C_c980ab81_topK.csv,-0.35001092214533536,0.04,9.0,0.1
CC#CC(C)(C)C_c980ab81_topK.csv,,5.626412391662598,-6.888254329529885,2.466571271237365,9.354825600767251,0.472252475948651,2.442500000000001,CCC1CC1(C)C,optimized_4,3.123684510588646,CC#CC(C)(C)C_c980ab81_topK.csv,-0.445076754712336,0.041666666666666664,5.0,0.16666666666666666
CC#CC(C)(C)C_c980ab81_topK.csv,,5.695386648178101,-8.113466561153722,2.1197015941825272,10.23316815533625,0.4750207476322447,2.832600000000001,CCCC(C)(C)C,optimized_5,2.837291851639748,CC#CC(C)(C)C_c980ab81_topK.csv,-0.09820707765749814,0.15789473684210525,0.0,1.0
CC#CC(C)(C)C_c980ab81_topK.csv,,5.116653680801392,-6.640797441871096,2.021494516524352,8.662291958395448,0.4047903298811263,2.0558,CC#C[C@](C)(C)C,optimized_6,1.8475880399346356,CC#CC(C)(C)C_c980ab81_topK.csv,6.772360450213455e-13,1.0,0.0,1.0
CC#CC(C)(C)C_c980ab81_topK.csv,,6.435550689697266,-6.4000046459330155,-2.1018157120644925,4.298188933868523,0.4165369500565832,2.0558,CC1C#CC(C)(C)C1,optimized_7,1.718246322125197,CC#CC(C)(C)C_c980ab81_topK.csv,4.123310228589522,0.037037037037037035,7.0,0.125
CC#CC(C)(C)C_c980ab81_topK.csv,,6.965143203735352,-5.800798477860728,1.9553881860590712,7.756186663919799,0.5017078795955036,0.9946000000000002,CC#CC(C)(C)CN,optimized_8,1.692404165863991,CC#CC(C)(C)C_c980ab81_topK.csv,0.06610633046595793,0.4444444444444444,2.0,0.3333333333333333
CC#CC(C)(C)C_c980ab81_topK.csv,,6.643310070037842,-6.631794246828494,1.8574733214707655,8.489267568299258,0.4200570322997072,2.445900000000001,CCC#CC(C)(C)C,optimized_9,1.687801316380501,CC#CC(C)(C)C_c980ab81_topK.csv,0.1640211950542636,0.3888888888888889,2.0,0.3333333333333333
